species,ratio,lag_mode,extinction_mode,max_endpoint_log10_difference,both_initial_conditions_converged,survival_class_differs,relative_composition_l1
Col,0.6866488450042998,on,no_extinction_control,3.460565167756613e-12,True,False,1.3322676295501878e-12
Col,0.7543120063354615,off,hard_extinction,0.0,True,False,0.0
Col,0.7543120063354615,off,no_extinction_control,4.923638563525401e-08,True,False,0.0
Col,0.7543120063354615,on,hard_extinction,7.77000686014162e-12,True,False,3.2412128536662976e-12
Col,0.7543120063354615,on,no_extinction_control,7.77000686014162e-12,True,False,3.2412128536662976e-12
Col,0.8286427728546842,off,hard_extinction,0.0,True,False,0.0
Col,0.8286427728546842,off,no_extinction_control,1.7061907442439406e-10,True,False,0.0
Col,0.8286427728546842,on,hard_extinction,1.006812411219471e-10,True,False,4.6084303040316854e-11
Col,0.8286427728546842,on,no_extinction_control,1.006812411219471e-10,True,False,4.6084303040316854e-11
Col,0.9102981779915218,off,hard_extinction,0.0,True,False,0.0
Col,0.9102981779915218,off,no_extinction_control,6.897527882188115e-09,True,False,0.0
Col,0.9102981779915218,on,hard_extinction,7.0797969708991104e-09,True,False,3.6323843932706268e-09
Col,0.9102981779915218,on,no_extinction_control,7.0797969708991104e-09,True,False,3.6323843932706268e-09
Col,0.9999999999999994,off,hard_extinction,0.0,True,False,0.0
Col,0.9999999999999994,off,no_extinction_control,5.5507598517579027e-11,True,False,0.0
Col,0.9999999999999994,on,hard_extinction,9.209052853620392e-09,True,False,5.542327652374723e-09
Col,0.9999999999999994,on,no_extinction_control,9.209052853620392e-09,True,False,5.542327652374723e-09
Col,1.0985411419875584,off,hard_extinction,0.0,True,False,0.0
Col,1.0985411419875584,off,no_extinction_control,6.732392421326949e-13,True,False,0.0
Col,1.0985411419875584,on,hard_extinction,2.867781966786609e-06,True,False,2.244318623612074e-06
Col,1.0985411419875584,on,no_extinction_control,2.867781966786609e-06,True,False,2.244318623612074e-06
Col,1.2067926406393277,off,hard_extinction,0.0,True,False,0.0
Col,1.2067926406393277,off,no_extinction_control,1.2434497875801753e-14,True,False,0.0
Col,1.2067926406393277,on,hard_extinction,1.8782681630025166e-06,True,False,2.4155324455099603e-06
Col,1.2067926406393277,on,no_extinction_control,1.8782681630025166e-06,True,False,2.4155324455099603e-06
Col,1.325711365590108,off,hard_extinction,0.0,True,False,0.0
Col,1.325711365590108,off,no_extinction_control,0.0,True,False,0.0
Col,1.325711365590108,on,hard_extinction,0.00040739642780052154,True,False,0.000685492043170921
Col,1.325711365590108,on,no_extinction_control,0.00040739642780052154,True,False,0.000685492043170921
Col,1.456348477501243,off,hard_extinction,0.0,True,False,0.0
Col,1.456348477501243,off,no_extinction_control,0.0,True,False,0.0
Col,1.456348477501243,on,hard_extinction,6.006306563222097e-14,False,False,0.0
Col,1.456348477501243,on,no_extinction_control,0.851209048370162,False,False,0.000310246191417729
Col,1.5998587196060574,off,hard_extinction,0.0,True,False,0.0
Col,1.5998587196060574,off,no_extinction_control,0.0,True,False,0.0
Col,1.5998587196060574,on,hard_extinction,1.5543122344752192e-15,True,False,0.0
Col,1.5998587196060574,on,no_extinction_control,1.066127947913012,False,False,1.5733436775633436e-10
Col,1.7575106248547911,off,hard_extinction,0.0,True,False,0.0
